,0
x0,0.0011583209037780763
x1,0.0003124594688415527
x2,0.00030328035354614257
x3,0.00021308660507202148
x4,0.00017240047454833985
x5,0.0005027532577514648
x6,0.00026764869689941404
x7,0.00027806758880615233
x8,0.0003322482109069824
x9,7.592439651489258e-05
x10,0.00016912221908569336
x11,0.00012087821960449219
x12,0.0002374410629272461
x13,0.0001074075698852539
x14,0.00010344982147216796
x15,0.001076817512512207
x16,0.00014491081237792968
x17,0.00020505189895629882
x18,0.0003141045570373535
x19,0.0002062678337097168
x20,8.499622344970703e-05
x21,9.599924087524414e-05
x22,7.293224334716796e-05
x23,0.00010253190994262696
x24,9.65714454650879e-05
x25,0.0001997709274291992
x26,0.0001233220100402832
x27,0.00242459774017334
x28,5.021095275878906e-05
x29,8.490085601806641e-05
x30,3.235340118408203e-05
x31,0.00022449493408203126
x32,4.6253204345703125e-05
x34,0.00023984909057617188
x35,1.4448165893554688e-05
x36,5.496740341186524e-05
x37,7.68423080444336e-05
x38,0.00012906789779663086
x39,6.804466247558593e-05
x40,0.00011712312698364258
x41,0.00016028881072998046
x42,0.0009745001792907715
x43,0.00013338327407836915
x44,7.485151290893554e-05
x45,2.7644634246826173e-05
x46,6.357431411743164e-05
x47,0.00017353296279907227
x48,3.272294998168945e-05
x49,0.0001334547996520996
x50,5.544424057006836e-05
x51,0.0001634359359741211
x52,0.00013817548751831054
x53,3.9196014404296876e-05
x54,4.9495697021484374e-05
x55,0.00016739368438720704
x56,3.8909912109375e-05
x57,1.5234947204589843e-05
x58,0.0002352595329284668
x59,0.0001282930374145508
x60,5.041360855102539e-05
x61,8.876323699951172e-05
x62,5.615949630737305e-05
x63,3.2973289489746096e-05
x64,7.953643798828126e-05
x65,0.0001150965690612793
x66,3.3688545227050784e-05
x70,9.609460830688477e-05
x71,4.3392181396484375e-05
x72,4.489421844482422e-05
x73,6.968975067138672e-05
x74,3.8242340087890626e-05
x75,5.1975250244140625e-05
x76,7.424354553222656e-05
x77,7.805824279785156e-05
x78,0.00010995864868164062
x79,2.5093555450439453e-05
x80,3.986358642578125e-05
x81,0.0003124117851257324
x82,2.0194053649902344e-05
x83,1.3303756713867187e-05
x84,0.0003310799598693848
x85,8.453130722045899e-05
x86,0.00018595457077026368
x87,0.00019319057464599608
x88,2.7239322662353516e-05
x89,0.0009004116058349609
x90,2.524852752685547e-05
x91,3.001689910888672e-05
x92,0.0025353312492370607
x93,6.36458396911621e-05
x94,1.0991096496582032e-05
x95,7.75456428527832e-05
x96,0.00017157793045043945
x97,3.7157535552978514e-05
x98,0.0002850174903869629
x99,6.258487701416016e-06
x100,7.071495056152344e-05
x101,7.022619247436524e-05
x102,5.004405975341797e-05
x103,8.704662322998047e-05
x105,6.740093231201172e-05
x106,0.00011632442474365234
x107,5.451440811157227e-05
x108,5.710124969482422e-05
x109,2.372264862060547e-05
x110,0.00020183324813842772
x111,2.3150444030761717e-05
x112,0.00010304450988769531
x113,0.001405048370361328
x114,3.415346145629883e-05
x115,0.12253857851028442
x116,6.999969482421876e-05
x117,6.861686706542969e-05
x118,5.3930282592773435e-05
x119,0.00019832849502563477
x120,1.8095970153808595e-05
x121,8.658170700073242e-05
x122,5.083084106445312e-05
x123,0.00010885000228881836
x124,5.218982696533203e-05
x125,8.161067962646485e-05
x126,5.1462650299072264e-05
x127,1.6534328460693358e-05
x128,3.819465637207031e-05
x130,0.0001339554786682129
x131,3.798007965087891e-05
x133,0.005252182483673096
x134,7.845163345336914e-05
x135,0.00016177892684936522
x136,5.272626876831055e-05
x137,0.00015453100204467773
x138,6.747245788574219e-06
x139,7.102489471435546e-05
x140,0.00011019706726074218
x141,0.00016936063766479493
x142,4.930496215820313e-05
x143,7.643699645996094e-05
x144,0.0001583695411682129
x145,2.753734588623047e-05
x146,4.2545795440673825e-05
x148,8.116960525512695e-05
x149,4.5132637023925784e-05
x150,7.433891296386719e-05
x152,0.00014901161193847656
x153,5.9962272644042965e-06
x154,0.00014624595642089843
x155,9.673833847045898e-05
x156,3.7741661071777346e-05
x157,8.672475814819336e-05
x158,8.698701858520508e-05
x159,0.006382083892822266
x160,6.38127326965332e-05
x161,4.934072494506836e-05
x162,0.00015207529067993165
x163,0.0001670241355895996
x164,7.581710815429688e-05
x165,0.00042846202850341795
x167,1.8858909606933592e-05
x168,0.00018264055252075194
x169,7.219314575195313e-05
x170,1.5234947204589843e-05
x171,8.32200050354004e-05
x172,0.00026009082794189455
x173,0.003459179401397705
x174,8.248090744018554e-05
x175,6.846189498901367e-05
x176,0.0002699613571166992
x177,0.0005444049835205078
x178,0.00011541843414306641
x180,1.862049102783203e-05
x181,0.00012534856796264648
x182,0.00018717050552368163
x184,2.9420852661132814e-05
x186,6.691217422485351e-05
x187,4.31060791015625e-05
x188,9.684562683105468e-05
x190,4.466772079467773e-05
x191,0.0001354217529296875
x192,2.529621124267578e-05
x193,0.00020844936370849608
x194,0.0045090198516845705
x197,0.00017232894897460936
x198,2.3686885833740233e-05
x199,0.00016744136810302733
x200,0.0008498787879943848
x201,3.197193145751953e-05
x203,0.0002292513847351074
x204,0.00011353492736816406
x205,3.3915042877197266e-05
x206,1.2850761413574218e-05
x209,0.003399860858917236
x210,0.0002498149871826172
x211,2.6154518127441407e-05
x212,6.366968154907227e-05
x213,6.911754608154296e-05
x214,0.001083683967590332
x215,0.00012568235397338867
x216,8.788108825683594e-05
x217,0.00014560222625732423
x218,9.47713851928711e-05
x219,3.325939178466797e-05
x220,7.045269012451172e-05
x221,4.671812057495117e-05
x222,4.107952117919922e-05
x223,9.543895721435547e-05
x224,0.00012470483779907225
x225,0.0004114508628845215
x226,0.00010542869567871093
x227,6.769895553588867e-05
x228,0.00036067962646484374
x232,0.0003477334976196289
x233,0.00034162998199462893
x234,0.0001099228858947754
x235,3.5309791564941405e-05
x236,8.70823860168457e-05
x237,7.414817810058594e-05
x238,0.00028799772262573243
x239,0.000167691707611084
x241,2.8562545776367187e-05
x242,0.003464710712432861
x243,6.943941116333008e-05
x244,7.092952728271484e-05
x245,0.00018470287322998048
x246,0.00014052391052246093
x247,0.00017479658126831054
x248,8.096694946289063e-05
x249,8.683204650878906e-05
x251,0.00010184049606323242
x252,5.009174346923828e-05
x253,5.83648681640625e-05
x254,0.000338590145111084
x255,4.1377544403076175e-05
x256,7.575750350952148e-05
x257,0.0002318263053894043
x258,7.315874099731446e-05
x259,3.2854080200195315e-05
x260,9.329319000244141e-05
x261,0.00015205144882202148
x263,0.00024595260620117185
x264,9.391307830810546e-05
x265,5.124807357788086e-05
x266,3.844499588012695e-05
x267,0.00010966062545776367
x268,0.00013104677200317382
x269,2.510547637939453e-05
x270,9.626150131225586e-05
x272,0.0004328608512878418
x273,0.00021929740905761718
x274,0.00015772581100463866
x275,5.658864974975586e-05
x276,0.00042002201080322267
x277,2.334117889404297e-05
x279,3.1065940856933596e-05
x280,0.00030945539474487306
x282,0.0001903057098388672
x283,5.07354736328125e-05
x284,5.086660385131836e-05
x285,0.0002512931823730469
x286,0.00020586252212524415
x287,0.00022261142730712892
x290,0.00010268688201904297
x291,0.00011345148086547852
x293,5.21540641784668e-05
x294,6.580352783203125e-06
x297,1.0228157043457031e-05
x298,9.942054748535156e-05
x299,5.4502487182617186e-05
x300,0.00012122392654418945
x301,0.00019083023071289062
x302,0.00012153387069702148
x303,5.125999450683594e-05
x304,5.548000335693359e-05
x306,0.00010417699813842773
x308,7.49349594116211e-05
x309,0.00023750066757202148
x310,0.0007780194282531738
x311,4.8494338989257814e-05
x312,5.561113357543945e-05
x313,6.248950958251954e-05
x314,8.04901123046875e-05
x315,0.0012932300567626953
x318,0.0001112222671508789
x319,3.3748149871826175e-05
x320,0.0020780324935913085
x321,1.671314239501953e-05
x322,1.5461444854736327e-05
x323,2.6547908782958983e-05
x324,6.24537467956543e-05
x325,0.008872771263122558
x326,0.000837242603302002
x327,0.00298691987991333
x328,0.00013109445571899415
x329,0.00013153553009033204
x330,2.70843505859375e-05
x331,1.8048286437988282e-05
x332,4.2498111724853516e-05
x335,3.7157535552978514e-05
x337,5.6302547454833986e-05
x339,5.418062210083008e-05
x340,1.4793872833251952e-05
x341,7.063150405883789e-05
x342,8.900165557861328e-05
x343,7.227659225463867e-05
x344,0.00017377138137817383
x345,6.431341171264648e-05
x346,7.62939453125e-05
x347,3.1948089599609375e-05
x349,0.0004308581352233887
x350,0.00010378360748291016
x351,1.7488002777099608e-05
x352,5.532503128051758e-05
x353,3.000497817993164e-05
x354,2.8407573699951173e-05
x355,1.677274703979492e-05
x356,1.41143798828125e-05
x357,0.00011031627655029297
x358,5.2928924560546875e-05
x359,5.5229663848876954e-05
x360,4.9901008605957034e-05
x361,4.622936248779297e-05
x362,0.0006765246391296387
x364,0.00010340213775634765
x365,4.286766052246094e-05
x366,0.0004577159881591797
x367,7.361173629760742e-05
x368,7.920265197753906e-05
x369,5.345344543457031e-05
x370,9.489059448242187e-06
x371,4.3785572052001954e-05
x372,4.0090084075927736e-05
x373,1.2242794036865235e-05
x375,5.074739456176758e-05
x376,7.867813110351562e-05
x377,0.00012117624282836914
x378,0.0004940629005432129
x379,8.742809295654297e-05
x380,0.0007461905479431152
x381,1.704692840576172e-05
x382,0.00019210577011108398
x383,0.000553297996520996
x386,4.246234893798828e-05
x387,0.00029550790786743165
x388,2.721548080444336e-05
x389,6.221532821655273e-05
x390,1.9955635070800782e-05
x391,0.0001311182975769043
x393,0.00031244754791259766
x394,0.00013799667358398436
x395,5.505084991455078e-05
x396,8.096694946289063e-05
x397,0.00014832019805908204
x398,0.00012493133544921875
x399,9.325742721557617e-05
x400,1.3554096221923828e-05
x401,5.079507827758789e-05
x402,0.0004888653755187988
x403,8.1634521484375e-05
x404,4.856586456298828e-05
x405,1.271963119506836e-05
x406,6.431341171264648e-05
x407,0.00011698007583618164
x408,2.7632713317871095e-05
x409,3.453493118286133e-05
x410,0.002190864086151123
x411,3.353357315063477e-05
x412,4.0197372436523436e-05
x413,5.463361740112305e-05
x415,0.0224123477935791
x416,9.387731552124023e-05
x417,5.1641464233398436e-05
x418,4.2486190795898435e-05
x419,4.35948371887207e-05
x420,3.601312637329102e-05
x421,2.422332763671875e-05
x422,8.187294006347656e-05
x423,4.733800888061524e-05
x424,6.852149963378906e-05
x425,0.00012890100479125976
x426,2.5141239166259766e-05
x427,5.637407302856445e-05
x428,0.00020726919174194336
x429,3.707408905029297e-05
x430,0.00019011497497558593
x431,2.4437904357910156e-05
x432,3.905296325683594e-05
x433,0.00047360658645629884
x434,5.137920379638672e-06
x435,0.0001299738883972168
x436,0.00011608600616455078
x437,0.00020551681518554688
x438,9.201765060424804e-05
x439,7.36832618713379e-05
x440,0.00010880231857299805
x441,9.129047393798828e-05
x443,1.6558170318603516e-05
x444,5.408525466918945e-05
x445,0.0002959728240966797
x447,0.00021495819091796876
x448,9.539127349853516e-05
x449,4.35948371887207e-05
x451,0.00015649795532226562
x452,0.000287783145904541
x453,0.00013930797576904296
x454,5.570650100708008e-05
x455,6.576776504516602e-05
x456,0.00038111209869384766
x457,0.000121307373046875
x458,0.018688178062438963
x459,4.8613548278808595e-05
x460,0.0001130819320678711
x461,0.0001209259033203125
x463,3.5142898559570314e-05
x464,4.150867462158203e-05
x465,0.003451848030090332
x467,4.302263259887695e-05
x468,4.2939186096191405e-05
x469,0.00017578601837158202
x470,3.674030303955078e-05
x471,3.943443298339844e-05
x472,0.00012184381484985352
x473,0.00013413429260253907
x474,9.813308715820313e-05
x475,1.1467933654785157e-05
x476,4.1365623474121094e-05
x477,0.00024776458740234376
x478,6.406307220458984e-05
x480,4.0531158447265625e-05
x481,3.0231475830078124e-05
x482,3.377199172973633e-05
x483,7.865428924560546e-05
x484,0.00011798143386840821
x485,0.00657731294631958
x486,1.8906593322753906e-05
x487,2.4449825286865234e-05
x488,2.8467178344726564e-05
x490,2.6345252990722656e-05
x491,3.910064697265625e-06
x493,4.8553943634033204e-05
x494,0.00011464357376098633
x495,6.155967712402343e-05
x496,0.001074373722076416
x497,4.420280456542969e-05
x498,0.00031131505966186523
x499,4.6181678771972654e-05
x501,3.3807754516601565e-05
x503,7.190704345703126e-05
x504,5.785226821899414e-05
x506,0.0002870678901672363
x507,0.02743326425552368
x508,1.8596649169921875e-06
x509,7.50422477722168e-05
x510,0.00013027191162109374
x511,0.00022855997085571289
x512,0.0006410479545593262
x513,5.165338516235352e-05
x514,0.00016776323318481445
x515,7.96198844909668e-05
x516,1.0335445404052735e-05
x517,0.0001972675323486328
x518,4.732608795166016e-06
x520,0.0005119204521179199
x521,5.136728286743164e-05
x522,6.159543991088868e-05
x523,5.1581859588623046e-05
x524,6.61015510559082e-05
x525,2.1016597747802736e-05
x526,7.928609848022461e-05
x527,0.00013238191604614258
x528,0.0009333372116088867
x531,0.0006260156631469726
x532,3.560781478881836e-05
x533,1.9609928131103516e-05
x534,9.586811065673829e-05
x535,8.0108642578125e-05
x536,5.97834587097168e-05
x537,5.357265472412109e-05
x538,0.000462496280670166
x539,3.788471221923828e-05
x540,0.00010927915573120118
x541,1.5413761138916017e-05
x542,0.00017045736312866212
x543,0.0003333330154418945
x544,5.307197570800781e-05
x545,0.00014240741729736327
x546,0.0007351517677307128
x547,0.00012053251266479492
x548,0.0012048840522766112
x549,6.574392318725586e-05
x551,3.1554698944091796e-05
x552,1.8036365509033204e-05
x553,4.6765804290771486e-05
x554,0.0002204298973083496
x555,8.075237274169922e-05
x557,2.7942657470703126e-05
x558,0.00016455650329589845
x559,0.00015584230422973632
x560,0.00035085678100585935
x561,0.0003224015235900879
x563,0.00017904043197631837
x564,5.279779434204101e-05
x565,9.235143661499024e-05
x566,0.00016423463821411133
x567,0.00017790794372558595
x569,0.00021058320999145508
x570,5.0854682922363284e-05
x571,0.0003598809242248535
x572,0.000546109676361084
x573,0.00011023283004760743
x574,0.00012333393096923827
x575,4.7194957733154294e-05
x576,2.8204917907714843e-05
x577,2.6178359985351562e-05
x578,2.874135971069336e-05
x581,5.345344543457031e-05
x582,1.2660026550292969e-05
x584,2.562999725341797e-05
x585,1.1622905731201172e-05
x587,0.00015348196029663086
x588,1.2600421905517578e-05
x589,2.9909610748291016e-05
x590,0.0001533985137939453
x591,6.215572357177734e-05
x592,0.000125730037689209
x594,0.0001580953598022461
x595,0.00010144710540771484
x596,0.0001644134521484375
x597,4.477500915527344e-05
x598,2.5486946105957033e-05
x599,4.459619522094727e-05
x600,4.4333934783935544e-05
x601,5.228519439697266e-05
x602,7.306337356567383e-05
x603,0.00011986494064331055
x604,3.3867359161376956e-05
x606,5.834102630615234e-05
x607,2.676248550415039e-05
x608,0.00011259317398071289
x609,0.00010929107666015624
x611,0.00015136003494262696
x612,0.00018023252487182618
x613,0.00024605989456176757
x615,0.0001226663589477539
x616,3.591775894165039e-05
x617,4.266500473022461e-05
x618,0.00012296438217163086
x619,8.772611618041992e-05
x621,6.002187728881836e-05
x622,2.830028533935547e-05
x623,3.567934036254883e-05
x624,2.759695053100586e-05
x626,2.8002262115478516e-05
x627,4.075765609741211e-05
x629,7.606744766235352e-05
x630,0.00011031627655029297
x631,6.163120269775391e-06
x632,3.247261047363281e-05
x633,0.0001502394676208496
x635,0.00012203454971313477
x636,9.622573852539063e-05
x637,3.957748413085938e-06
x638,0.00021282434463500976
x639,2.905130386352539e-05
x640,0.0029166221618652345
x641,0.032716763019561765
x642,0.0016490697860717773
x643,4.938840866088867e-05
x644,0.0001555800437927246
x645,1.1432170867919923e-05
x646,1.6200542449951173e-05
x647,1.6295909881591796e-05
x648,0.0001125335693359375
x649,0.0009730100631713867
x650,0.00011998414993286133
x651,1.7189979553222655e-05
x652,4.256963729858399e-05
x653,3.0982494354248044e-05
x654,0.0019337773323059083
x655,9.39011573791504e-05
x656,6.843805313110352e-05
x657,0.0001111745834350586
x658,5.506277084350586e-05
x659,0.00018718242645263672
x660,0.00014863014221191406
x661,0.00018107891082763672
x662,0.0007761359214782715
x663,9.621381759643555e-05
x664,0.00010050535202026367
x665,0.0016403675079345703
x667,9.41634178161621e-05
x669,0.00021369457244873046
x670,0.00012133121490478515
x671,0.00014504194259643555
x672,0.00011782646179199218
x673,3.821849822998047e-05
x674,3.781318664550781e-05
x676,0.0002481818199157715
x677,0.00010188817977905274
x678,0.00017368793487548828
x680,5.2809715270996094e-05
x681,9.0789794921875e-05
x683,5.908012390136719e-05
x684,3.303289413452149e-05
x685,0.00013318061828613282
x686,0.0001632213592529297
x687,0.0002836465835571289
x688,0.00020875930786132813
x689,6.62684440612793e-05
x690,4.6145915985107425e-05
x691,9.343624114990234e-05
x692,7.303953170776368e-05
x693,1.710653305053711e-05
x694,1.8775463104248047e-05
x695,9.79304313659668e-05
x696,0.0006888508796691895
x697,1.8393993377685548e-05
x699,6.922483444213868e-05
x700,0.00011848211288452148
x701,1.1336803436279296e-05
x702,0.002708697319030762
x703,0.0008373618125915528
x704,0.00014172792434692384
x705,4.0197372436523436e-05
x706,0.000443422794342041
x707,3.63469123840332e-05
x708,8.76307487487793e-05
x710,9.965896606445312e-06
x711,0.001139998435974121
x712,0.00012811422348022461
x713,5.551576614379883e-05
x714,4.879236221313477e-05
x716,0.00011081695556640625
x717,6.347894668579102e-05
x718,8.206367492675781e-05
x719,5.692243576049805e-05
x720,0.0012515783309936523
x721,0.000348055362701416
x722,4.99725341796875e-05
x723,9.373426437377929e-05
x725,0.00043958425521850586
x726,0.0005822539329528809
x728,1.0132789611816406e-05
x729,1.1301040649414062e-05
x730,9.021759033203124e-05
x731,0.00012884140014648437
x732,0.00014469623565673828
x733,4.781484603881836e-05
x734,0.00016597509384155273
x735,6.263256072998047e-05
x736,4.639625549316406e-05
x737,2.905130386352539e-05
x738,0.00010447502136230468
x739,4.744529724121094e-05
x740,0.00011236667633056641
x741,0.00010957717895507813
x742,0.015462827682495118
x743,6.569623947143555e-05
x744,0.00010535717010498046
x745,0.00024608373641967776
x746,5.027055740356445e-05
x747,3.304481506347656e-05
x748,0.0006833076477050781
x749,4.671812057495117e-05
x750,3.706216812133789e-05
x751,1.3208389282226562e-05
x752,8.676052093505859e-05
x753,2.5284290313720702e-05
x754,7.255077362060547e-05
x756,7.20381736755371e-05
x757,3.124475479125977e-05
x758,0.0001695394515991211
x759,0.00016222000122070312
x760,8.482933044433594e-05
x761,6.655454635620117e-05
x762,6.490945816040039e-05
x763,0.0005412697792053223
x764,0.00014014244079589843
x765,2.994537353515625e-05
x766,0.0007457375526428222
x767,0.00016870498657226563
x768,1.6963481903076173e-05
x769,0.00015329122543334962
x770,3.136396408081055e-05
x771,4.379749298095703e-05
x772,6.192922592163086e-05
x773,5.2928924560546875e-05
x775,0.00015958547592163086
x776,0.0004998445510864258
x777,0.00028231143951416013
x778,0.00043792724609375
x779,1.6248226165771486e-05
x781,2.2959709167480468e-05
x782,8.260011672973633e-05
x783,0.00015718936920166015
x784,5.207061767578125e-05
x785,2.732276916503906e-05
x786,0.00012996196746826172
x787,2.6166439056396484e-05
x788,0.00015417337417602539
x789,6.995201110839843e-05
x791,5.882978439331055e-05
x792,8.37087631225586e-05
x793,0.0005875468254089355
x794,6.23464584350586e-05
x795,0.0003224611282348633
x796,0.00023089647293090821
x797,5.4836273193359375e-06
x798,3.0350685119628906e-05
x799,8.015632629394531e-05
x800,7.407665252685547e-05
x801,0.0001148223876953125
x802,1.4567375183105469e-05
x804,6.663799285888672e-05
x805,8.087158203125e-05
x806,4.9507617950439454e-05
x807,2.5641918182373046e-05
x809,3.7550926208496094e-05
x810,9.512901306152343e-06
x811,3.1566619873046876e-05
x812,7.030963897705078e-05
x813,8.60452651977539e-05
x814,9.572505950927734e-06
x816,9.917020797729492e-05
x817,0.0003150463104248047
x818,0.00024188756942749022
x819,0.00034837722778320314
x820,9.62376594543457e-05
x821,0.00014265775680541993
x822,2.042055130004883e-05
x823,0.000415492057800293
x824,3.510713577270508e-05
x825,2.1326541900634766e-05
x826,9.733438491821289e-05
x827,0.0011195659637451172
x828,0.002852654457092285
x829,7.331371307373047e-05
x830,0.00010389089584350586
x831,4.707574844360351e-05
